ThoiGian,TinhThanh,KhuVuc,NhietDo (°C),LuongMua (mm),DoAm (%),DoAmTrongNha (%),KhiAp (mb),MatDoMay (%),TamNhin (km),AQI,TrangThaiKhongKhi,PM2_TrangThai,PM2_ChiSo,PM2_Matdo(µg/m³),PM10_TrangThai,PM10_ChiSo,PM10_Matdo(µg/m³),SO2_TrangThai,SO2_ChiSo,SO2_Matdo(µg/m³),NO2_TrangThai,NO2_ChiSo,NO2_Matdo(µg/m³)
2024-06-12 17:19:13.148335+07:00,Đồng Nai,Ấp Tham Thiện,32°C,0.8,67%,67% (Extremely Humid),↔ 1008 mb,11%,24 km,31,Fair,Fair,31,9 µg/m³,Fair,21,16 µg/m³,Excellent,16,47 µg/m³,Excellent,10,10 µg/m³
2024-06-12 17:19:15.824050+07:00,Đồng Nai,Biên Hòa,32°C,0.8,70%,70% (Dangerously Humid),↔ 1012 mb,30%,24 km,30,Fair,Fair,30,8 µg/m³,Fair,20,15 µg/m³,Excellent,15,45 µg/m³,Excellent,10,10 µg/m³
2024-06-12 17:19:18.655466+07:00,Đồng Nai,Cam Mỹ,32°C,0.8,67%,67% (Extremely Humid),↔ 1008 mb,11%,24 km,31,Fair,Fair,31,9 µg/m³,Fair,21,16 µg/m³,Excellent,16,47 µg/m³,Excellent,10,10 µg/m³
2024-06-12 17:19:21.307598+07:00,Đồng Nai,Cam Mỹ,32°C,0.8,67%,67% (Extremely Humid),↔ 1008 mb,11%,24 km,31,Fair,Fair,31,9 µg/m³,Fair,21,16 µg/m³,Excellent,16,47 µg/m³,Excellent,10,10 µg/m³
2024-06-12 17:19:23.920124+07:00,Đồng Nai,Đông Sài,32°C,0.8,67%,67% (Extremely Humid),↔ 1008 mb,11%,24 km,31,Fair,Fair,31,9 µg/m³,Fair,21,16 µg/m³,Excellent,16,47 µg/m³,Excellent,10,10 µg/m³
2024-06-12 17:19:26.649780+07:00,Đồng Nai,Phu Giáo,32°C,0.5,66%,66% (Extremely Humid),↔ 1008 mb,31%,24 km,28,Fair,Fair,28,8 µg/m³,Excellent,19,14 µg/m³,Excellent,16,46 µg/m³,Excellent,6,3 µg/m³
2024-06-12 17:19:29.496331+07:00,Đồng Nai,Xã Gia Kiêm,32°C,0.8,67%,67% (Extremely Humid),↔ 1008 mb,11%,24 km,31,Fair,Fair,31,9 µg/m³,Fair,21,16 µg/m³,Excellent,16,47 µg/m³,Excellent,10,10 µg/m³
2024-06-12 17:19:32.473320+07:00,Đồng Nai,Xã Phương Lâm,31°C,0.4,67%,67% (Extremely Humid),↔ 1012 mb,3%,24 km,31,Fair,Fair,31,9 µg/m³,Fair,20,15 µg/m³,Excellent,17,51 µg/m³,Excellent,5,2 µg/m³
2024-06-12 17:19:35.166698+07:00,Đồng Nai,Xã Võ Đắt,31°C,0.8,68%,68% (Extremely Humid),↔ 1012 mb,11%,24 km,33,Fair,Fair,33,9 µg/m³,Fair,22,17 µg/m³,Excellent,18,52 µg/m³,Excellent,7,7 µg/m³
2024-06-12 17:19:38.737798+07:00,Đồng Nai,Xuân Lộc,32°C,0.8,67%,67% (Extremely Humid),↔ 1008 mb,11%,24 km,31,Fair,Fair,31,9 µg/m³,Fair,21,16 µg/m³,Excellent,16,47 µg/m³,Excellent,10,10 µg/m³
2024-06-12 17:19:41.397716+07:00,Đồng Tháp,Cao Lãnh,31°C,0.0,74%,74% (Dangerously Humid),↔ 1012 mb,76%,24 km,28,Fair,Fair,28,8 µg/m³,Excellent,19,14 µg/m³,Excellent,15,46 µg/m³,Excellent,6,3 µg/m³
2024-06-12 17:19:43.748153+07:00,Đồng Tháp,Sa Đéc,30°C,0.9,75%,75% (Extremely Humid),↔ 1012 mb,10%,24 km,29,Fair,Fair,29,8 µg/m³,Excellent,19,15 µg/m³,Excellent,16,47 µg/m³,Excellent,7,7 µg/m³
2024-06-12 17:19:46.618801+07:00,Gia Lai,A Yun Pa,32°C,0.0,60%,60% (Extremely Humid),↔ 1011 mb,10%,24 km,31,Fair,Fair,31,9 µg/m³,Fair,20,60 µg/m³,Excellent,19,15 µg/m³,Excellent,2,1 µg/m³
2024-06-12 17:19:49.777336+07:00,Gia Lai,An Khê,33°C,0.0,53%,53% (Very Humid),↔ 1011 mb,10%,24 km,32,Fair,Fair,32,9 µg/m³,Fair,21,61 µg/m³,Fair,20,15 µg/m³,Excellent,2,1 µg/m³
2024-06-12 17:19:52.437671+07:00,Gia Lai,Bản Bat,32°C,0.0,60%,60% (Extremely Humid),↔ 1011 mb,10%,24 km,31,Fair,Fair,31,9 µg/m³,Fair,20,60 µg/m³,Excellent,19,15 µg/m³,Excellent,2,1 µg/m³
2024-06-12 17:19:55.064376+07:00,Gia Lai,Ban Xã Thu,32°C,0.0,60%,60% (Extremely Humid),↔ 1011 mb,10%,24 km,31,Fair,Fair,31,9 µg/m³,Fair,20,60 µg/m³,Excellent,19,15 µg/m³,Excellent,2,1 µg/m³
2024-06-12 17:19:57.412070+07:00,Gia Lai,De Pouang,35°C,0.0,49%,49% (Extremely Humid),↓ 1010 mb,1%,24 km,33,Fair,Fair,33,9 µg/m³,Fair,22,63 µg/m³,Fair,20,15 µg/m³,Excellent,2,1 µg/m³
2024-06-12 17:20:00.391353+07:00,Gia Lai,Dinh Ðiền Dak Quon,30°C,0.0,61%,61% (Very Humid),↔ 1011 mb,11%,24 km,30,Fair,Fair,30,9 µg/m³,Fair,20,59 µg/m³,Excellent,18,14 µg/m³,Excellent,2,1 µg/m³
2024-06-12 17:20:02.820120+07:00,Gia Lai,Phú Nhơn,31°C,1.0,62%,62% (Extremely Humid),↔ 1012 mb,11%,24 km,28,Fair,Fair,28,8 µg/m³,Excellent,18,54 µg/m³,Excellent,16,12 µg/m³,Excellent,2,1 µg/m³
2024-06-12 17:20:05.162407+07:00,Gia Lai,Plei Doch,31°C,2.6,68%,68% (Extremely Humid),↓ 1012 mb,15%,21 km,26,Fair,Fair,26,7 µg/m³,Excellent,18,52 µg/m³,Excellent,14,11 µg/m³,Excellent,2,1 µg/m³
2024-06-12 17:20:07.702069+07:00,Gia Lai,Plei Ken Ngo,28°C,1.2,68%,68% (Very Humid),↓ 1012 mb,3%,24 km,27,Fair,Fair,27,7 µg/m³,Excellent,17,52 µg/m³,Excellent,15,11 µg/m³,Excellent,2,1 µg/m³
2024-06-12 17:20:10.629205+07:00,Gia Lai,Plei Khoie,31°C,1.0,62%,62% (Extremely Humid),↔ 1012 mb,11%,24 km,28,Fair,Fair,28,8 µg/m³,Excellent,18,54 µg/m³,Excellent,16,12 µg/m³,Excellent,2,1 µg/m³
2024-06-12 17:20:13.028981+07:00,Gia Lai,Plei Klane Kla,28°C,1.2,68%,68% (Very Humid),↓ 1012 mb,3%,24 km,27,Fair,Fair,27,7 µg/m³,Excellent,17,52 µg/m³,Excellent,15,11 µg/m³,Excellent,2,1 µg/m³
2024-06-12 17:20:15.518909+07:00,Gia Lai,Plei Kuel,33°C,0.0,53%,53% (Very Humid),↔ 1011 mb,10%,24 km,32,Fair,Fair,32,9 µg/m³,Fair,21,61 µg/m³,Fair,20,15 µg/m³,Excellent,2,1 µg/m³
2024-06-12 17:20:17.834331+07:00,Gia Lai,Plei Morr,30°C,1.3,68%,68% (Extremely Humid),↓ 1012 mb,11%,24 km,27,Fair,Fair,27,7 µg/m³,Excellent,18,54 µg/m³,Excellent,15,11 µg/m³,Excellent,2,1 µg/m³
2024-06-12 17:20:20.113900+07:00,Gia Lai,Plei Rongol Dogrong,29°C,2.4,68%,68% (Extremely Humid),↔ 1012 mb,11%,23 km,27,Fair,Fair,27,7 µg/m³,Excellent,17,52 µg/m³,Excellent,15,11 µg/m³,Excellent,2,1 µg/m³
2024-06-12 17:20:22.502263+07:00,Gia Lai,Pleiku,28°C,1.2,68%,68% (Very Humid),↓ 1012 mb,3%,24 km,27,Fair,Fair,27,7 µg/m³,Excellent,17,52 µg/m³,Excellent,15,11 µg/m³,Excellent,2,1 µg/m³
2024-06-12 17:20:24.912385+07:00,Gia Lai,Thăng Ðức,31°C,1.2,66%,66% (Extremely Humid),↔ 1012 mb,11%,24 km,26,Fair,Fair,26,7 µg/m³,Excellent,17,52 µg/m³,Excellent,14,11 µg/m³,Excellent,2,1 µg/m³
2024-06-12 17:20:27.457927+07:00,Gia Lai,Xuong Kuang,29°C,2.4,68%,68% (Extremely Humid),↔ 1012 mb,11%,23 km,27,Fair,Fair,27,7 µg/m³,Excellent,17,52 µg/m³,Excellent,15,11 µg/m³,Excellent,2,1 µg/m³
2024-06-12 17:20:29.851695+07:00,Hà Giang,Hà Giang,31°C,3.1,82%,82% (Dangerously Humid),↔ 1007 mb,50%,24 km,13,Excellent,Excellent,13,39 µg/m³,Excellent,10,7 µg/m³,Excellent,9,2 µg/m³,Excellent,7,4 µg/m³
2024-06-12 17:20:32.383152+07:00,Hà Nam,Phủ Lý,35°C,0.0,63%,63% (Dangerously Humid),↑ 1005 mb,4%,24 km,16,Excellent,Excellent,16,4 µg/m³,Excellent,15,45 µg/m³,Excellent,15,11 µg/m³,Excellent,9,9 µg/m³
2024-06-12 17:20:34.724794+07:00,Hà Nam,Tao Thôn,34°C,0.0,65%,65% (Dangerously Humid),↔ 1005 mb,11%,24 km,23,Fair,Fair,23,6 µg/m³,Excellent,19,57 µg/m³,Excellent,16,12 µg/m³,Excellent,12,6 µg/m³
2024-06-12 17:20:36.859458+07:00,Hà Nội,Hà Nội,35°C,0.5,61%,61% (Dangerously Humid),↔ 1002 mb,50%,24 km,29,Fair,Fair,29,72 µg/m³,Fair,25,20 µg/m³,Fair,22,6 µg/m³,Excellent,14,14 µg/m³
2024-06-12 17:20:39.266969+07:00,Hà Tĩnh,Hà Tĩnh,35°C,0.0,58%,58% (Extremely Humid),↔ 1007 mb,76%,24 km,16,Excellent,Excellent,16,4 µg/m³,Excellent,12,37 µg/m³,Excellent,12,9 µg/m³,Excellent,9,5 µg/m³
2024-06-12 17:20:42.030592+07:00,Hải Dương,Hải Dương,35°C,0.0,64%,64% (Dangerously Humid),↔ 1002 mb,31%,24 km,27,Fair,Fair,27,70 µg/m³,Fair,24,6 µg/m³,Fair,23,18 µg/m³,Excellent,16,16 µg/m³
2024-06-12 17:20:44.884230+07:00,Hải Phòng,Hải Phòng,32°C,0.2,78%,78% (Dangerously Humid),↔ 1005 mb,30%,24 km,23,Fair,Fair,23,6 µg/m³,Fair,22,63 µg/m³,Excellent,18,13 µg/m³,Excellent,16,16 µg/m³
2024-06-12 17:20:47.553123+07:00,Hậu Giang,Ấp Phú Nhơn,31°C,3.1,69%,69% (Extremely Humid),↔ 1012 mb,23%,16 km,29,Fair,Fair,29,8 µg/m³,Fair,20,15 µg/m³,Excellent,16,48 µg/m³,Excellent,7,7 µg/m³
2024-06-12 17:20:50.152817+07:00,Hậu Giang,Long Mỹ,33°C,0.0,60%,60% (Extremely Humid),↔ 1012 mb,10%,24 km,30,Fair,Fair,30,8 µg/m³,Fair,21,16 µg/m³,Excellent,17,52 µg/m³,Excellent,3,2 µg/m³
2024-06-12 17:20:53.639137+07:00,Hậu Giang,Rạch Gòi,31°C,0.0,67%,67% (Extremely Humid),↔ 1012 mb,11%,24 km,30,Fair,Fair,30,8 µg/m³,Fair,20,15 µg/m³,Excellent,16,49 µg/m³,Excellent,5,5 µg/m³
2024-06-12 17:20:56.353802+07:00,Hậu Giang,Vị Thanh,31°C,0.0,67%,67% (Extremely Humid),↔ 1012 mb,11%,24 km,30,Fair,Fair,30,8 µg/m³,Fair,20,15 µg/m³,Excellent,16,49 µg/m³,Excellent,5,5 µg/m³
2024-06-12 17:20:59.011608+07:00,Hồ Chí Minh,Thành phố Hồ Chí Minh,35°C,1.1,52%,52% (Extremely Humid),↓ 1008 mb,35%,16 km,29,Fair,Fair,29,8 µg/m³,Fair,20,15 µg/m³,Excellent,15,46 µg/m³,Excellent,8,8 µg/m³
2024-06-12 17:21:01.831973+07:00,Hòa Bình,Hòa Bình,35°C,1.0,66%,66% (Dangerously Humid),↔ 1006 mb,76%,24 km,10,Excellent,Excellent,10,30 µg/m³,Excellent,8,6 µg/m³,Excellent,5,3 µg/m³,Excellent,5,5 µg/m³
2024-06-12 17:21:04.428675+07:00,Hưng Yên,Hưng Yên,34°C,0.0,65%,65% (Dangerously Humid),↔ 1005 mb,11%,24 km,23,Fair,Fair,23,6 µg/m³,Excellent,19,57 µg/m³,Excellent,16,12 µg/m³,Excellent,12,6 µg/m³
2024-06-12 17:21:07.122168+07:00,Khánh Hòa,Ấp Đức Mỹ,29°C,0.0,69%,69% (Extremely Humid),↔ 1011 mb,0%,24 km,35,Fair,Fair,35,10 µg/m³,Fair,23,18 µg/m³,Fair,21,62 µg/m³,Excellent,3,1 µg/m³
2024-06-12 17:21:10.663113+07:00,Khánh Hòa,Cam Lâm,33°C,0.0,65%,65% (Extremely Humid),↔ 1011 mb,3%,24 km,39,Fair,Fair,39,11 µg/m³,Fair,26,21 µg/m³,Fair,23,64 µg/m³,Excellent,3,3 µg/m³
2024-06-12 17:21:12.988609+07:00,Khánh Hòa,Cam Ranh,33°C,0.0,66%,66% (Dangerously Humid),↔ 1008 mb,11%,24 km,40,Fair,Fair,40,12 µg/m³,Fair,28,23 µg/m³,Fair,23,64 µg/m³,Excellent,3,1 µg/m³
2024-06-12 17:21:15.276776+07:00,Khánh Hòa,Diên Khánh,33°C,0.1,65%,65% (Extremely Humid),↔ 1011 mb,3%,24 km,39,Fair,Fair,39,11 µg/m³,Fair,26,21 µg/m³,Fair,23,64 µg/m³,Excellent,3,3 µg/m³
2024-06-12 17:21:17.727983+07:00,Khánh Hòa,Khánh Sơn,30°C,1.2,72%,72% (Extremely Humid),↓ 1011 mb,30%,24 km,39,Fair,Fair,39,11 µg/m³,Fair,27,22 µg/m³,Fair,22,63 µg/m³,Excellent,3,1 µg/m³
2024-06-12 17:21:20.088089+07:00,Khánh Hòa,Khánh Vĩnh,29°C,0.0,69%,69% (Extremely Humid),↔ 1011 mb,0%,24 km,35,Fair,Fair,35,10 µg/m³,Fair,23,18 µg/m³,Fair,21,62 µg/m³,Excellent,3,1 µg/m³
2024-06-12 17:21:22.455555+07:00,Khánh Hòa,Nha Trang,33°C,0.1,65%,65% (Extremely Humid),↔ 1011 mb,3%,24 km,39,Fair,Fair,39,11 µg/m³,Fair,26,21 µg/m³,Fair,23,64 µg/m³,Excellent,3,3 µg/m³
2024-06-12 17:21:24.846257+07:00,Khánh Hòa,Ninh Hòa,29°C,0.0,69%,69% (Extremely Humid),↔ 1011 mb,0%,24 km,35,Fair,Fair,35,10 µg/m³,Fair,23,18 µg/m³,Fair,21,62 µg/m³,Excellent,3,1 µg/m³
2024-06-12 17:21:27.346233+07:00,Khánh Hòa,Ninh Mã,28°C,0.9,73%,73% (Extremely Humid),↔ 1010 mb,1%,24 km,38,Fair,Fair,38,11 µg/m³,Fair,24,65 µg/m³,Fair,24,19 µg/m³,Excellent,2,1 µg/m³
2024-06-12 17:21:30.267243+07:00,Khánh Hòa,Ninh Phước,33°C,0.1,65%,65% (Extremely Humid),↔ 1011 mb,3%,24 km,39,Fair,Fair,39,11 µg/m³,Fair,26,21 µg/m³,Fair,23,64 µg/m³,Excellent,3,3 µg/m³
2024-06-12 17:21:32.775207+07:00,Khánh Hòa,Vạn Ninh,33°C,0.0,59%,59% (Extremely Humid),↔ 1011 mb,31%,24 km,34,Fair,Fair,34,10 µg/m³,Fair,22,62 µg/m³,Fair,22,17 µg/m³,Excellent,2,1 µg/m³
2024-06-12 17:21:35.571955+07:00,Khánh Hòa,Xóm Mỹ Ca,32°C,0.0,69%,69% (Dangerously Humid),↔ 1011 mb,11%,24 km,40,Fair,Fair,40,12 µg/m³,Fair,28,23 µg/m³,Fair,23,64 µg/m³,Excellent,3,1 µg/m³
2024-06-12 17:21:38.252681+07:00,Kiến Giang,An Biên,32°C,0.0,67%,67% (Dangerously Humid),↑ 1012 mb,0%,24 km,30,Fair,Fair,30,8 µg/m³,Fair,21,16 µg/m³,Excellent,17,50 µg/m³,Excellent,4,2 µg/m³
2024-06-12 17:21:40.817071+07:00,Kiến Giang,Ấp Lục,32°C,0.0,67%,67% (Dangerously Humid),↑ 1012 mb,0%,24 km,30,Fair,Fair,30,8 µg/m³,Fair,21,16 µg/m³,Excellent,17,50 µg/m³,Excellent,4,2 µg/m³
2024-06-12 17:21:43.554926+07:00,Kiến Giang,Châu Thành,31°C,0.0,75%,75% (Dangerously Humid),↔ 1012 mb,0%,24 km,29,Fair,Fair,29,8 µg/m³,Fair,20,15 µg/m³,Excellent,16,48 µg/m³,Excellent,4,2 µg/m³
2024-06-12 17:21:46.116806+07:00,Kiến Giang,Hà Tiên,32°C,3.2,70%,70% (Dangerously Humid),↔ 1012 mb,76%,24 km,28,Fair,Fair,28,8 µg/m³,Excellent,19,14 µg/m³,Excellent,15,46 µg/m³,Excellent,5,2 µg/m³
2024-06-12 17:21:48.614554+07:00,Kiến Giang,Phú Quốc,31°C,2.5,77%,77% (Dangerously Humid),↑ 1013 mb,50%,24 km,28,Fair,Fair,28,8 µg/m³,Fair,20,15 µg/m³,Excellent,16,47 µg/m³,Excellent,4,2 µg/m³
2024-06-12 17:21:51.578621+07:00,Kiến Giang,Rạch Giá,31°C,0.0,75%,75% (Dangerously Humid),↔ 1012 mb,0%,24 km,29,Fair,Fair,29,8 µg/m³,Fair,20,15 µg/m³,Excellent,16,48 µg/m³,Excellent,4,2 µg/m³
2024-06-12 17:21:54.305481+07:00,Kiến Giang,Xóm Ba Trại,32°C,3.2,70%,70% (Dangerously Humid),↔ 1012 mb,76%,24 km,28,Fair,Fair,28,8 µg/m³,Excellent,19,14 µg/m³,Excellent,15,46 µg/m³,Excellent,5,2 µg/m³
2024-06-12 17:21:57.053349+07:00,Kon Tum,Kon Tum,30°C,0.7,68%,68% (Extremely Humid),↓ 1012 mb,11%,24 km,27,Fair,Fair,27,7 µg/m³,Excellent,18,54 µg/m³,Excellent,15,11 µg/m³,Excellent,2,1 µg/m³
2024-06-12 17:22:00.034581+07:00,Lai Châu,Lai Châu,29°C,4.4,82%,82% (Dangerously Humid),↑ 1010 mb,90%,24 km,7,Excellent,Excellent,7,5 µg/m³,Excellent,6,19 µg/m³,Excellent,3,1 µg/m³,Excellent,2,0 µg/m³
2024-06-12 17:22:03.589246+07:00,Lâm Đồng,Ấp Tân Mỹ,27°C,0.5,71%,71% (Very Humid),↓ 1013 mb,11%,24 km,34,Fair,Fair,34,10 µg/m³,Fair,22,17 µg/m³,Excellent,19,57 µg/m³,Excellent,3,2 µg/m³
2024-06-12 17:22:06.505691+07:00,Lâm Đồng,Ấp Thánh Hương,27°C,0.0,70%,70% (Very Humid),↓ 1013 mb,0%,24 km,32,Fair,Fair,32,9 µg/m³,Fair,21,16 µg/m³,Excellent,18,54 µg/m³,Excellent,4,2 µg/m³
2024-06-12 17:22:08.907297+07:00,Lâm Đồng,Đà Lạt,23°C,0.2,80%,80% (Very Humid),↔ 1014 mb,76%,24 km,33,Fair,Fair,33,10 µg/m³,Fair,22,17 µg/m³,Excellent,19,56 µg/m³,Excellent,4,2 µg/m³
2024-06-12 17:22:11.413790+07:00,Lâm Đồng,Di Linh,26°C,0.8,69%,69% (Very Humid),↔ 1013 mb,10%,24 km,33,Fair,Fair,33,9 µg/m³,Fair,22,17 µg/m³,Excellent,19,55 µg/m³,Excellent,4,2 µg/m³
2024-06-12 17:22:13.968240+07:00,Lâm Đồng,Ðong Krola,28°C,1.0,74%,74% (Extremely Humid),↓ 1013 mb,10%,24 km,32,Fair,Fair,32,9 µg/m³,Fair,20,15 µg/m³,Excellent,18,54 µg/m³,Excellent,4,2 µg/m³
2024-06-12 17:22:16.599499+07:00,Lâm Đồng,Phú Hội,27°C,0.5,71%,71% (Very Humid),↓ 1013 mb,11%,24 km,34,Fair,Fair,34,10 µg/m³,Fair,22,17 µg/m³,Excellent,19,57 µg/m³,Excellent,3,2 µg/m³
2024-06-12 17:22:18.880079+07:00,Lạng Sơn,Lạng Sơn,32°C,1.2,71%,71% (Dangerously Humid),↔ 1006 mb,50%,24 km,34,Fair,Fair,34,10 µg/m³,Fair,26,21 µg/m³,Fair,21,61 µg/m³,Excellent,19,19 µg/m³
2024-06-12 17:22:22.182527+07:00,Lào Cai,Lào Cai,32°C,0.5,66%,66% (Extremely Humid),↔ 1008 mb,31%,24 km,10,Excellent,Excellent,10,29 µg/m³,Excellent,5,3 µg/m³,Excellent,4,3 µg/m³,Excellent,4,1 µg/m³
2024-06-12 17:22:24.677550+07:00,Long An,Ấp Bắc,30°C,0.9,75%,75% (Extremely Humid),↔ 1012 mb,10%,24 km,29,Fair,Fair,29,8 µg/m³,Excellent,19,15 µg/m³,Excellent,16,47 µg/m³,Excellent,7,7 µg/m³
2024-06-12 17:22:27.259410+07:00,Long An,Ấp Bình Châu,33°C,0.0,62%,62% (Extremely Humid),↑ 1012 mb,30%,24 km,27,Fair,Fair,27,7 µg/m³,Excellent,17,13 µg/m³,Excellent,14,43 µg/m³,Excellent,8,4 µg/m³
2024-06-12 17:22:29.892604+07:00,Long An,Ấp Cả Hoản,33°C,1.1,63%,63% (Extremely Humid),↔ 1008 mb,50%,24 km,27,Fair,Fair,27,7 µg/m³,Excellent,18,13 µg/m³,Excellent,14,43 µg/m³,Excellent,8,4 µg/m³
2024-06-12 17:22:32.634933+07:00,Long An,Ấp Mới,32°C,0.2,68%,68% (Dangerously Humid),↔ 1008 mb,10%,24 km,28,Fair,Fair,28,8 µg/m³,Excellent,19,14 µg/m³,Excellent,15,44 µg/m³,Excellent,8,4 µg/m³
2024-06-12 17:22:35.246811+07:00,Long An,Bình Phước,31°C,0.0,70%,70% (Extremely Humid),↔ 1008 mb,10%,24 km,29,Fair,Fair,29,8 µg/m³,Excellent,19,15 µg/m³,Excellent,16,47 µg/m³,Excellent,6,3 µg/m³
2024-06-12 17:22:37.844973+07:00,Long An,Câ`n Ðuo´c,34°C,2.1,56%,56% (Extremely Humid),↔ 1008 mb,30%,24 km,29,Fair,Fair,29,8 µg/m³,Fair,20,15 µg/m³,Excellent,16,47 µg/m³,Excellent,7,7 µg/m³
2024-06-12 17:22:40.169660+07:00,Long An,Cần Giuộc,34°C,2.1,56%,56% (Extremely Humid),↔ 1008 mb,30%,24 km,29,Fair,Fair,29,8 µg/m³,Fair,20,15 µg/m³,Excellent,16,47 µg/m³,Excellent,7,7 µg/m³
2024-06-12 17:22:42.442952+07:00,Long An,Hậu Nghĩa,32°C,0.2,68%,68% (Dangerously Humid),↔ 1008 mb,10%,24 km,28,Fair,Fair,28,8 µg/m³,Excellent,19,14 µg/m³,Excellent,15,44 µg/m³,Excellent,8,4 µg/m³
2024-06-12 17:22:44.785437+07:00,Long An,Tân An,31°C,0.0,70%,70% (Extremely Humid),↔ 1008 mb,10%,24 km,29,Fair,Fair,29,8 µg/m³,Excellent,19,15 µg/m³,Excellent,16,47 µg/m³,Excellent,6,3 µg/m³
2024-06-12 17:22:47.457309+07:00,Long An,Thủ Thừa,31°C,0.0,70%,70% (Extremely Humid),↔ 1008 mb,10%,24 km,29,Fair,Fair,29,8 µg/m³,Excellent,19,15 µg/m³,Excellent,16,47 µg/m³,Excellent,6,3 µg/m³
2024-06-12 17:22:50.502781+07:00,Nam Định,Nam Định,34°C,0.0,65%,65% (Dangerously Humid),↔ 1005 mb,11%,24 km,23,Fair,Fair,23,6 µg/m³,Excellent,19,57 µg/m³,Excellent,16,12 µg/m³,Excellent,12,6 µg/m³
2024-06-12 17:22:53.030819+07:00,Nghệ An,Bản Cha Hang,34°C,0.0,58%,58% (Extremely Humid),↔ 1007 mb,31%,24 km,9,Excellent,Excellent,9,27 µg/m³,Excellent,6,5 µg/m³,Excellent,4,2 µg/m³,Excellent,3,1 µg/m³
2024-06-12 17:22:55.635285+07:00,Nghệ An,Bản Chiềng,30°C,0.8,69%,69% (Extremely Humid),↑ 1009 mb,10%,24 km,8,Excellent,Excellent,8,24 µg/m³,Excellent,7,6 µg/m³,Excellent,3,1 µg/m³,Excellent,1,120 µg/m³
2024-06-12 17:22:58.546541+07:00,Nghệ An,Bản Kỏ Ôi,31°C,1.7,67%,67% (Extremely Humid),↔ 1010 mb,11%,24 km,9,Excellent,Excellent,9,26 µg/m³,Excellent,6,4 µg/m³,Excellent,3,2 µg/m³,Excellent,1,0 µg/m³
2024-06-12 17:23:01.235152+07:00,Nghệ An,Bản Mông,33°C,0.0,61%,61% (Extremely Humid),↔ 1007 mb,10%,24 km,11,Excellent,Excellent,11,8 µg/m³,Excellent,10,29 µg/m³,Excellent,3,2 µg/m³,Excellent,3,1 µg/m³
2024-06-12 17:23:04.205122+07:00,Nghệ An,Bản Na Ca,31°C,0.4,64%,64% (Extremely Humid),↔ 1009 mb,30%,24 km,33,Fair,Fair,33,9 µg/m³,Excellent,16,12 µg/m³,Excellent,12,35 µg/m³,Excellent,8,4 µg/m³
2024-06-12 17:23:06.738291+07:00,Nghệ An,Bích Thị,35°C,0.0,54%,54% (Extremely Humid),↔ 1006 mb,31%,24 km,34,Fair,Fair,34,10 µg/m³,Excellent,19,14 µg/m³,Excellent,14,43 µg/m³,Excellent,5,2 µg/m³
2024-06-12 17:23:09.741949+07:00,Nghệ An,Canh Tráp,33°C,1.7,62%,62% (Extremely Humid),↔ 1009 mb,11%,24 km,9,Excellent,Excellent,9,27 µg/m³,Excellent,5,4 µg/m³,Excellent,3,2 µg/m³,Excellent,1,0 µg/m³
2024-06-12 17:23:12.561052+07:00,Nghệ An,Dương Long,34°C,0.0,58%,58% (Extremely Humid),↔ 1007 mb,31%,24 km,9,Excellent,Excellent,9,27 µg/m³,Excellent,6,5 µg/m³,Excellent,4,2 µg/m³,Excellent,3,1 µg/m³
2024-06-12 17:23:14.879044+07:00,Nghệ An,Kỳ Sơn,31°C,1.7,67%,67% (Extremely Humid),↔ 1010 mb,11%,24 km,9,Excellent,Excellent,9,26 µg/m³,Excellent,6,4 µg/m³,Excellent,3,2 µg/m³,Excellent,1,0 µg/m³
2024-06-12 17:23:17.585937+07:00,Nghệ An,Làng La,35°C,0.0,56%,56% (Extremely Humid),↔ 1006 mb,0%,24 km,11,Excellent,Excellent,11,32 µg/m³,Excellent,8,6 µg/m³,Excellent,6,2 µg/m³,Excellent,5,3 µg/m³
2024-06-12 17:23:20.355646+07:00,Nghệ An,Làng Rao,34°C,0.0,58%,58% (Extremely Humid),↔ 1007 mb,31%,24 km,9,Excellent,Excellent,9,27 µg/m³,Excellent,6,5 µg/m³,Excellent,4,2 µg/m³,Excellent,3,1 µg/m³
2024-06-12 17:23:23.170486+07:00,Nghệ An,Làng Se,35°C,0.0,56%,56% (Extremely Humid),↔ 1006 mb,0%,24 km,11,Excellent,Excellent,11,32 µg/m³,Excellent,8,6 µg/m³,Excellent,6,2 µg/m³,Excellent,5,3 µg/m³
2024-06-12 17:23:26.161791+07:00,Nghệ An,Lương Khê,34°C,0.0,58%,58% (Extremely Humid),↔ 1007 mb,31%,24 km,9,Excellent,Excellent,9,27 µg/m³,Excellent,6,5 µg/m³,Excellent,4,2 µg/m³,Excellent,3,1 µg/m³
2024-06-12 17:23:28.578876+07:00,Nghệ An,Mường Hin,34°C,0.0,59%,59% (Dangerously Humid),↑ 1008 mb,10%,24 km,9,Excellent,Excellent,9,28 µg/m³,Excellent,8,6 µg/m³,Excellent,4,2 µg/m³,Excellent,3,1 µg/m³
2024-06-12 17:23:31.256071+07:00,Nghệ An,Mường Hinh,34°C,0.0,59%,59% (Dangerously Humid),↑ 1008 mb,10%,24 km,9,Excellent,Excellent,9,28 µg/m³,Excellent,8,6 µg/m³,Excellent,4,2 µg/m³,Excellent,3,1 µg/m³
