ThoiGian,TinhThanh,KhuVuc,NhietDo (°C),LuongMua (mm),DoAm (%),DoAmTrongNha (%),KhiAp (mb),MatDoMay (%),TamNhin (km),AQI,TrangThaiKhongKhi,PM2_TrangThai,PM2_ChiSo,PM2_Matdo(µg/m³),PM10_TrangThai,PM10_ChiSo,PM10_Matdo(µg/m³),SO2_TrangThai,SO2_ChiSo,SO2_Matdo(µg/m³),NO2_TrangThai,NO2_ChiSo,NO2_Matdo(µg/m³)
2024-06-10 16:07:43.070716+07:00,Bình Định,Định Bình,36°C,0.0,50%,50% (Extremely Humid),↓ 1008 mb,76%,24 km,32,Fair,Fair,32,9 µg/m³,Fair,20,15 µg/m³,Excellent,18,55 µg/m³,Excellent,2,1 µg/m³
2024-06-10 16:07:45.322691+07:00,Bình Định,Dương Liễu,30°C,0.0,62%,62% (Very Humid),↔ 1007 mb,10%,24 km,34,Fair,Fair,34,10 µg/m³,Fair,22,17 µg/m³,Excellent,19,58 µg/m³,Excellent,2,1 µg/m³
2024-06-10 16:07:47.433289+07:00,Bình Định,Hữu Giang,36°C,0.0,50%,50% (Extremely Humid),↓ 1008 mb,76%,24 km,32,Fair,Fair,32,9 µg/m³,Fair,20,15 µg/m³,Excellent,18,55 µg/m³,Excellent,2,1 µg/m³
2024-06-10 16:07:50.148699+07:00,Bình Định,Phú An,36°C,0.0,50%,50% (Extremely Humid),↓ 1008 mb,76%,24 km,32,Fair,Fair,32,9 µg/m³,Fair,20,15 µg/m³,Excellent,18,55 µg/m³,Excellent,2,1 µg/m³
2024-06-10 16:07:52.469322+07:00,Bình Định,Phù Cát,30°C,0.0,62%,62% (Very Humid),↔ 1007 mb,10%,24 km,34,Fair,Fair,34,10 µg/m³,Fair,22,17 µg/m³,Excellent,19,58 µg/m³,Excellent,2,1 µg/m³
2024-06-10 16:07:54.704698+07:00,Bình Định,Phú Xuân,36°C,3.7,53%,53% (Dangerously Humid),↓ 1006 mb,11%,21 km,33,Fair,Fair,33,9 µg/m³,Fair,21,16 µg/m³,Fair,20,59 µg/m³,Excellent,2,1 µg/m³
2024-06-10 16:07:57.253071+07:00,Bình Định,Quy Nhơn,35°C,0.5,47%,47% (Extremely Humid),↓ 1008 mb,10%,24 km,34,Fair,Fair,34,10 µg/m³,Fair,22,17 µg/m³,Excellent,19,57 µg/m³,Excellent,2,1 µg/m³
2024-06-10 16:07:59.670066+07:00,Bình Định,Tam Quan,36°C,3.7,53%,53% (Dangerously Humid),↓ 1006 mb,11%,21 km,33,Fair,Fair,33,9 µg/m³,Fair,21,16 µg/m³,Fair,20,59 µg/m³,Excellent,2,1 µg/m³
2024-06-10 16:08:01.947300+07:00,Bình Định,Vân Canh,36°C,0.8,44%,44% (Extremely Humid),↔ 1008 mb,10%,23 km,33,Fair,Fair,33,9 µg/m³,Fair,22,17 µg/m³,Excellent,19,55 µg/m³,Excellent,2,1 µg/m³
2024-06-10 16:08:04.776055+07:00,Bình Định,Văn Thiên,30°C,0.0,62%,62% (Very Humid),↔ 1007 mb,10%,24 km,34,Fair,Fair,34,10 µg/m³,Fair,22,17 µg/m³,Excellent,19,58 µg/m³,Excellent,2,1 µg/m³
2024-06-10 16:08:06.955078+07:00,Bình Định,Vĩnh Phúc,36°C,0.0,50%,50% (Extremely Humid),↓ 1008 mb,76%,24 km,32,Fair,Fair,32,9 µg/m³,Fair,20,15 µg/m³,Excellent,18,55 µg/m³,Excellent,2,1 µg/m³
2024-06-10 16:08:09.614306+07:00,Bình Dương,Ấp Bàu Bàng,29°C,11.6,84%,84% (Dangerously Humid),↔ 1008 mb,76%,23 km,28,Fair,Fair,28,8 µg/m³,Excellent,16,12 µg/m³,Excellent,13,40 µg/m³,Excellent,9,9 µg/m³
2024-06-10 16:08:11.940362+07:00,Bình Dương,Dầu Tiếng,28°C,1.0,78%,78% (Extremely Humid),↔ 1009 mb,50%,15 km,27,Fair,Fair,27,7 µg/m³,Excellent,15,12 µg/m³,Excellent,13,40 µg/m³,Excellent,7,3 µg/m³
2024-06-10 16:08:14.264858+07:00,Bình Dương,Dĩ An,28°C,14.4,83%,83% (Extremely Humid),↔ 1008 mb,50%,16 km,29,Fair,Fair,29,8 µg/m³,Excellent,17,13 µg/m³,Excellent,14,41 µg/m³,Excellent,12,12 µg/m³
2024-06-10 16:08:16.823583+07:00,Bình Dương,Tân Uyên,28°C,14.4,83%,83% (Extremely Humid),↔ 1008 mb,50%,16 km,29,Fair,Fair,29,8 µg/m³,Excellent,17,13 µg/m³,Excellent,14,41 µg/m³,Excellent,12,12 µg/m³
2024-06-10 16:08:19.071979+07:00,Bình Dương,Thủ Dầu Một,29°C,11.6,84%,84% (Dangerously Humid),↔ 1008 mb,76%,23 km,28,Fair,Fair,28,8 µg/m³,Excellent,16,12 µg/m³,Excellent,13,40 µg/m³,Excellent,9,9 µg/m³
2024-06-10 16:08:21.392138+07:00,Bình Dương,Xóm Bến Oản,29°C,11.6,84%,84% (Dangerously Humid),↔ 1008 mb,76%,23 km,28,Fair,Fair,28,8 µg/m³,Excellent,16,12 µg/m³,Excellent,13,40 µg/m³,Excellent,9,9 µg/m³
2024-06-10 16:08:23.896928+07:00,Bình Dương,Xóm Trùm Tháp,29°C,11.6,84%,84% (Dangerously Humid),↔ 1008 mb,76%,23 km,28,Fair,Fair,28,8 µg/m³,Excellent,16,12 µg/m³,Excellent,13,40 µg/m³,Excellent,9,9 µg/m³
2024-06-10 16:08:26.461065+07:00,Bình Phước,Ấp Lộc Thạnh,28°C,4.5,88%,88% (Dangerously Humid),↑ 1010 mb,31%,13 km,27,Fair,Fair,27,7 µg/m³,Excellent,15,11 µg/m³,Excellent,14,41 µg/m³,Excellent,5,3 µg/m³
2024-06-10 16:08:28.980613+07:00,Bình Phước,Bà Rá,27°C,6.4,84%,84% (Extremely Humid),↑ 1010 mb,76%,8 km,28,Fair,Fair,28,8 µg/m³,Excellent,15,12 µg/m³,Excellent,14,42 µg/m³,Excellent,6,3 µg/m³
2024-06-10 16:08:31.746533+07:00,Bình Phước,Cư Xá Công Chức,25°C,9.5,93%,93% (Extremely Humid),↔ 1010 mb,76%,6 km,27,Fair,Fair,27,7 µg/m³,Excellent,14,42 µg/m³,Excellent,14,11 µg/m³,Excellent,5,2 µg/m³
2024-06-10 16:08:34.370905+07:00,Bình Phước,Đăng Bóa,26°C,5.7,86%,86% (Extremely Humid),↑ 1011 mb,90%,8 km,27,Fair,Fair,27,7 µg/m³,Excellent,15,11 µg/m³,Excellent,14,43 µg/m³,Excellent,4,2 µg/m³
2024-06-10 16:08:36.823217+07:00,Bình Phước,Địa Điểm Bunard,27°C,6.4,84%,84% (Extremely Humid),↑ 1010 mb,76%,8 km,28,Fair,Fair,28,8 µg/m³,Excellent,15,12 µg/m³,Excellent,14,42 µg/m³,Excellent,6,3 µg/m³
2024-06-10 16:08:39.148316+07:00,Bình Phước,Đồng Phú,27°C,12.9,89%,89% (Dangerously Humid),↔ 1010 mb,76%,19 km,28,Fair,Fair,28,8 µg/m³,Excellent,16,12 µg/m³,Excellent,14,41 µg/m³,Excellent,8,8 µg/m³
2024-06-10 16:08:41.577708+07:00,Bình Phước,Đồng Xoài,27°C,12.9,89%,89% (Dangerously Humid),↔ 1010 mb,76%,19 km,28,Fair,Fair,28,8 µg/m³,Excellent,16,12 µg/m³,Excellent,14,41 µg/m³,Excellent,8,8 µg/m³
2024-06-10 16:08:44.287445+07:00,Bình Phước,Hớn Quản,28°C,2.3,81%,81% (Extremely Humid),↑ 1010 mb,31%,11 km,27,Fair,Fair,27,7 µg/m³,Excellent,15,11 µg/m³,Excellent,14,41 µg/m³,Excellent,6,3 µg/m³
2024-06-10 16:08:46.676900+07:00,Bình Phước,Phước Bình,27°C,6.4,84%,84% (Extremely Humid),↑ 1010 mb,76%,8 km,28,Fair,Fair,28,8 µg/m³,Excellent,15,12 µg/m³,Excellent,14,42 µg/m³,Excellent,6,3 µg/m³
2024-06-10 16:08:49.077421+07:00,Bình Phước,Phước Hòa,25°C,9.5,93%,93% (Extremely Humid),↔ 1010 mb,76%,6 km,27,Fair,Fair,27,7 µg/m³,Excellent,14,42 µg/m³,Excellent,14,11 µg/m³,Excellent,5,2 µg/m³
2024-06-10 16:08:51.767398+07:00,Bình Thuận,Ấp Long Hòa,30°C,10.3,82%,82% (Dangerously Humid),↔ 1010 mb,90%,18 km,30,Fair,Fair,30,8 µg/m³,Excellent,19,14 µg/m³,Excellent,17,51 µg/m³,Excellent,3,2 µg/m³
2024-06-10 16:08:54.459469+07:00,Bình Thuận,Ấp Rừng Lá,25°C,26.8,98%,95% (Extremely Humid),↔ 1010 mb,91%,8 km,30,Fair,Fair,30,8 µg/m³,Excellent,18,13 µg/m³,Excellent,16,47 µg/m³,Excellent,6,6 µg/m³
2024-06-10 16:08:56.995502+07:00,Bình Thuận,Ấp Tam Tân,30°C,10.3,82%,82% (Dangerously Humid),↔ 1010 mb,90%,18 km,30,Fair,Fair,30,8 µg/m³,Excellent,19,14 µg/m³,Excellent,17,51 µg/m³,Excellent,3,2 µg/m³
2024-06-10 16:08:59.264870+07:00,Bình Thuận,Ấp Thiện Ái,32°C,6.3,73%,73% (Dangerously Humid),↔ 1010 mb,76%,24 km,30,Fair,Fair,30,8 µg/m³,Excellent,19,14 µg/m³,Excellent,17,52 µg/m³,Excellent,3,1 µg/m³
2024-06-10 16:09:02.746343+07:00,Bình Thuận,Bảo Lộc,24°C,8.8,92%,92% (Extremely Humid),↔ 1012 mb,91%,6 km,28,Fair,Fair,28,8 µg/m³,Excellent,16,47 µg/m³,Excellent,16,12 µg/m³,Excellent,4,2 µg/m³
2024-06-10 16:09:05.431896+07:00,Bình Thuận,Da Hoa,25°C,9.8,94%,94% (Extremely Humid),↑ 1011 mb,90%,5 km,28,Fair,Fair,28,8 µg/m³,Excellent,16,12 µg/m³,Excellent,15,45 µg/m³,Excellent,5,2 µg/m³
2024-06-10 16:09:07.988996+07:00,Bình Thuận,Dinh Ðiền Dak Ménou,25°C,26.8,98%,95% (Extremely Humid),↔ 1010 mb,91%,8 km,30,Fair,Fair,30,8 µg/m³,Excellent,18,13 µg/m³,Excellent,16,47 µg/m³,Excellent,6,6 µg/m³
2024-06-10 16:09:10.563600+07:00,Bình Thuận,Hải Long,30°C,10.3,82%,82% (Dangerously Humid),↔ 1010 mb,90%,18 km,30,Fair,Fair,30,8 µg/m³,Excellent,19,14 µg/m³,Excellent,17,51 µg/m³,Excellent,3,2 µg/m³
2024-06-10 16:09:13.385157+07:00,Bình Thuận,Hàm Tân,29°C,16.0,82%,82% (Dangerously Humid),↔ 1010 mb,100%,23 km,30,Fair,Fair,30,8 µg/m³,Excellent,19,14 µg/m³,Excellent,17,50 µg/m³,Excellent,4,2 µg/m³
2024-06-10 16:09:15.584472+07:00,Bình Thuận,Hàm Thuận Bắc,30°C,10.3,82%,82% (Dangerously Humid),↔ 1010 mb,90%,18 km,30,Fair,Fair,30,8 µg/m³,Excellent,19,14 µg/m³,Excellent,17,51 µg/m³,Excellent,3,2 µg/m³
2024-06-10 16:09:18.114897+07:00,Bình Thuận,Hòa Đa,32°C,6.3,73%,73% (Dangerously Humid),↔ 1010 mb,76%,24 km,30,Fair,Fair,30,8 µg/m³,Excellent,19,14 µg/m³,Excellent,17,52 µg/m³,Excellent,3,1 µg/m³
2024-06-10 16:09:20.557546+07:00,Bình Thuận,Kê Gà,30°C,10.3,82%,82% (Dangerously Humid),↔ 1010 mb,90%,18 km,30,Fair,Fair,30,8 µg/m³,Excellent,19,14 µg/m³,Excellent,17,51 µg/m³,Excellent,3,2 µg/m³
2024-06-10 16:09:23.167680+07:00,Bình Thuận,Lagi,29°C,16.0,82%,82% (Dangerously Humid),↔ 1010 mb,100%,23 km,30,Fair,Fair,30,8 µg/m³,Excellent,19,14 µg/m³,Excellent,17,50 µg/m³,Excellent,4,2 µg/m³
2024-06-10 16:09:25.843398+07:00,Bình Thuận,Phan Lý,32°C,6.3,73%,73% (Dangerously Humid),↔ 1010 mb,76%,24 km,30,Fair,Fair,30,8 µg/m³,Excellent,19,14 µg/m³,Excellent,17,52 µg/m³,Excellent,3,1 µg/m³
2024-06-10 16:09:28.385154+07:00,Bình Thuận,Phan Thiết,30°C,10.3,82%,82% (Dangerously Humid),↔ 1010 mb,90%,18 km,30,Fair,Fair,30,8 µg/m³,Excellent,19,14 µg/m³,Excellent,17,51 µg/m³,Excellent,3,2 µg/m³
2024-06-10 16:09:30.691090+07:00,Bình Thuận,Phò Trì,29°C,16.0,82%,82% (Dangerously Humid),↔ 1010 mb,100%,23 km,30,Fair,Fair,30,8 µg/m³,Excellent,19,14 µg/m³,Excellent,17,50 µg/m³,Excellent,4,2 µg/m³
2024-06-10 16:09:33.252114+07:00,Bình Thuận,Tuy Phong,32°C,6.3,73%,73% (Dangerously Humid),↔ 1010 mb,76%,24 km,30,Fair,Fair,30,8 µg/m³,Excellent,19,14 µg/m³,Excellent,17,52 µg/m³,Excellent,3,1 µg/m³
2024-06-10 16:09:35.667888+07:00,Bình Thuận,Xã Hiêu Tin,25°C,26.8,98%,95% (Extremely Humid),↔ 1010 mb,91%,8 km,30,Fair,Fair,30,8 µg/m³,Excellent,18,13 µg/m³,Excellent,16,47 µg/m³,Excellent,6,6 µg/m³
2024-06-10 16:09:38.155207+07:00,Bình Thuận,Xã Mường Mán,30°C,10.3,82%,82% (Dangerously Humid),↔ 1010 mb,90%,18 km,30,Fair,Fair,30,8 µg/m³,Excellent,19,14 µg/m³,Excellent,17,51 µg/m³,Excellent,3,2 µg/m³
2024-06-10 16:09:40.808927+07:00,Bình Thuận,Xã Phù Sung,30°C,10.3,82%,82% (Dangerously Humid),↔ 1010 mb,90%,18 km,30,Fair,Fair,30,8 µg/m³,Excellent,19,14 µg/m³,Excellent,17,51 µg/m³,Excellent,3,2 µg/m³
2024-06-10 16:09:43.356923+07:00,Bình Thuận,Xã Sông Lũy,32°C,6.3,73%,73% (Dangerously Humid),↔ 1010 mb,76%,24 km,30,Fair,Fair,30,8 µg/m³,Excellent,19,14 µg/m³,Excellent,17,52 µg/m³,Excellent,3,1 µg/m³
2024-06-10 16:09:45.662441+07:00,Cà Mau,Cà Mau,30°C,6.1,70%,70% (Extremely Humid),↔ 1010 mb,30%,24 km,33,Fair,Fair,33,9 µg/m³,Fair,23,18 µg/m³,Excellent,19,56 µg/m³,Excellent,2,1 µg/m³
2024-06-10 16:09:48.265262+07:00,Cần Thơ,Cần Thơ,28°C,6.1,78%,78% (Extremely Humid),↔ 1010 mb,31%,24 km,29,Fair,Fair,29,8 µg/m³,Excellent,18,13 µg/m³,Excellent,16,49 µg/m³,Excellent,7,7 µg/m³
2024-06-10 16:09:51.037517+07:00,Cao Bằng,Cao Bằng,28°C,8.3,84%,84% (Extremely Humid),↑ 1008 mb,88%,24 km,12,Excellent,Excellent,12,3 µg/m³,Excellent,9,28 µg/m³,Excellent,8,6 µg/m³,Excellent,5,5 µg/m³
2024-06-10 16:09:54.648938+07:00,Đà Nẵng,Đà Nẵng,33°C,0.9,58%,58% (Extremely Humid),↔ 1004 mb,45%,16 km,32,Fair,Fair,32,9 µg/m³,Fair,20,60 µg/m³,Fair,20,15 µg/m³,Excellent,6,6 µg/m³
2024-06-10 16:09:57.091314+07:00,Đắk Lắk,Bản Ae Lai,32°C,6.1,60%,60% (Extremely Humid),↓ 1010 mb,76%,23 km,30,Fair,Fair,30,8 µg/m³,Excellent,19,14 µg/m³,Excellent,16,49 µg/m³,Excellent,2,1 µg/m³
2024-06-10 16:09:59.641367+07:00,Đắk Lắk,Bản Ay Rieng,30°C,3.8,66%,66% (Extremely Humid),↔ 1010 mb,50%,19 km,29,Fair,Fair,29,8 µg/m³,Excellent,18,14 µg/m³,Excellent,16,48 µg/m³,Excellent,2,1 µg/m³
2024-06-10 16:10:02.654207+07:00,Đắk Lắk,Bản Ðôn,32°C,2.2,68%,68% (Dangerously Humid),↔ 1010 mb,76%,8 km,27,Fair,Fair,27,7 µg/m³,Excellent,16,12 µg/m³,Excellent,15,44 µg/m³,Excellent,2,1 µg/m³
2024-06-10 16:10:05.626034+07:00,Đắk Lắk,Bản M'drack,32°C,1.2,64%,64% (Extremely Humid),↓ 1009 mb,100%,10 km,31,Fair,Fair,31,9 µg/m³,Fair,20,15 µg/m³,Excellent,17,52 µg/m³,Excellent,2,1 µg/m³
2024-06-10 16:10:08.692300+07:00,Đắk Lắk,Buôn Mă,26°C,3.3,82%,82% (Extremely Humid),↓ 1010 mb,76%,16 km,28,Fair,Fair,28,8 µg/m³,Excellent,16,47 µg/m³,Excellent,16,12 µg/m³,Excellent,3,1 µg/m³
2024-06-10 16:10:11.438664+07:00,Đắk Lắk,Buôn Ma Thuột,30°C,2.1,69%,69% (Extremely Humid),↔ 1010 mb,76%,8 km,28,Fair,Fair,28,8 µg/m³,Excellent,16,12 µg/m³,Excellent,15,45 µg/m³,Excellent,3,1 µg/m³
2024-06-10 16:10:14.286197+07:00,Đắk Lắk,Buôn Mrông,30°C,3.8,66%,66% (Extremely Humid),↔ 1010 mb,50%,19 km,29,Fair,Fair,29,8 µg/m³,Excellent,18,14 µg/m³,Excellent,16,48 µg/m³,Excellent,2,1 µg/m³
2024-06-10 16:10:16.779144+07:00,Đắk Lắk,Buôn Phoke,29°C,8.8,75%,75% (Extremely Humid),↔ 1010 mb,76%,10 km,27,Fair,Fair,27,8 µg/m³,Excellent,15,45 µg/m³,Excellent,15,12 µg/m³,Excellent,3,2 µg/m³
2024-06-10 16:10:19.210857+07:00,Đắk Lắk,Buôn Ya Soup,32°C,2.2,68%,68% (Dangerously Humid),↔ 1010 mb,76%,8 km,27,Fair,Fair,27,7 µg/m³,Excellent,16,12 µg/m³,Excellent,15,44 µg/m³,Excellent,2,1 µg/m³
2024-06-10 16:10:21.496042+07:00,Đắk Lắk,Nông Trại,30°C,2.4,68%,68% (Extremely Humid),↓ 1010 mb,31%,8 km,28,Fair,Fair,28,8 µg/m³,Excellent,16,12 µg/m³,Excellent,15,46 µg/m³,Excellent,3,1 µg/m³
2024-06-10 16:10:23.778727+07:00,Đắk Lắk,Quảng Nhiêu,30°C,2.1,69%,69% (Extremely Humid),↔ 1010 mb,76%,8 km,28,Fair,Fair,28,8 µg/m³,Excellent,16,12 µg/m³,Excellent,15,45 µg/m³,Excellent,3,1 µg/m³
2024-06-10 16:10:26.405747+07:00,Đắk Lắk,Xã Thọ Thành,30°C,2.1,69%,69% (Extremely Humid),↔ 1010 mb,76%,8 km,28,Fair,Fair,28,8 µg/m³,Excellent,16,12 µg/m³,Excellent,15,45 µg/m³,Excellent,3,1 µg/m³
2024-06-10 16:10:28.628028+07:00,Đắk Nông,Ấp Bích Son,25°C,10.6,92%,92% (Extremely Humid),↑ 1011 mb,90%,8 km,28,Fair,Fair,28,8 µg/m³,Excellent,15,45 µg/m³,Excellent,15,11 µg/m³,Excellent,4,2 µg/m³
2024-06-10 16:10:30.953996+07:00,Đắk Nông,Duc Lao,25°C,10.7,84%,84% (Extremely Humid),↔ 1011 mb,96%,10 km,27,Fair,Fair,27,7 µg/m³,Excellent,15,44 µg/m³,Excellent,15,11 µg/m³,Excellent,4,2 µg/m³
2024-06-10 16:10:33.417806+07:00,Đắk Nông,Ðức Minh,25°C,10.7,84%,84% (Extremely Humid),↔ 1011 mb,96%,10 km,27,Fair,Fair,27,7 µg/m³,Excellent,15,44 µg/m³,Excellent,15,11 µg/m³,Excellent,4,2 µg/m³
2024-06-10 16:10:36.014970+07:00,Đắk Nông,Gia Nghĩa,24°C,12.0,91%,91% (Extremely Humid),↑ 1011 mb,90%,10 km,27,Fair,Fair,27,7 µg/m³,Excellent,15,44 µg/m³,Excellent,15,11 µg/m³,Excellent,4,2 µg/m³
2024-06-10 16:10:38.433378+07:00,Điện Biên,Điện Biên,27°C,5.8,80%,80% (Extremely Humid),↑ 1008 mb,100%,24 km,7,Excellent,Excellent,7,21 µg/m³,Excellent,6,5 µg/m³,Excellent,2,157 µg/m³,Excellent,1,1 µg/m³
